Track Name,Artists,Album Name,Album ID,Track ID,Popularity,Release Date,Duration (ms),Explicit,External URLs,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo
I’ll See You There Tomorrow,TOMORROW X TOGETHER,minisode 3: TOMORROW,0mDwrOXZHN1lgCNeBvkBbj,0bMWoFtQIrnW5YyNMc4aKQ,68,2024-04-01,196694,False,https://open.spotify.com/track/0bMWoFtQIrnW5YyNMc4aKQ,0.748,0.827,4,-5.242,1,0.0512,0.146,0.0,0.265,0.645,121.031
LIKE THAT,BABYMONSTER,BABYMONS7ER,0eSbsl3j8jz96LC2NCLPc4,7GDgpad2BQVuDUzaxHFakc,75,2024-04-01,168359,False,https://open.spotify.com/track/7GDgpad2BQVuDUzaxHFakc,0.871,0.5,11,-8.675,0,0.103,0.32,3.49e-06,0.0672,0.76,101.959
Miracle,TOMORROW X TOGETHER,minisode 3: TOMORROW,0mDwrOXZHN1lgCNeBvkBbj,3FAmnX3nUGsue2TcNEnq0t,62,2024-04-01,163886,False,https://open.spotify.com/track/3FAmnX3nUGsue2TcNEnq0t,0.622,0.778,6,-5.884,1,0.0528,0.00739,0.0,0.0952,0.215,123.064
SHEESH,BABYMONSTER,BABYMONS7ER,0eSbsl3j8jz96LC2NCLPc4,1njlnn8ZKHI77Pe9szIONR,79,2024-04-01,170357,False,https://open.spotify.com/track/1njlnn8ZKHI77Pe9szIONR,0.774,0.728,2,-5.079,1,0.169,0.113,0.0,0.0473,0.461,140.041
The Killa (I Belong to You),TOMORROW X TOGETHER,minisode 3: TOMORROW,0mDwrOXZHN1lgCNeBvkBbj,33RfPb7Vca7s2x5xzXR5E3,64,2024-04-01,162642,False,https://open.spotify.com/track/33RfPb7Vca7s2x5xzXR5E3,0.759,0.56,7,-5.536,1,0.144,0.134,4.84e-06,0.126,0.481,67.968
Midas Touch,KISS OF LIFE,Midas Touch,1HfTA0xDoZ0mswFO3GB3ef,0vaxYDAuAO1nPolC6bQp7V,74,2024-04-03,162880,False,https://open.spotify.com/track/0vaxYDAuAO1nPolC6bQp7V,0.796,0.9,6,-3.049,1,0.052,0.0513,0.0,0.118,0.854,118.969
Nothing,KISS OF LIFE,Midas Touch,1HfTA0xDoZ0mswFO3GB3ef,3ym9bzwGG4uxVaJ0pLoQbM,61,2024-04-03,211507,False,https://open.spotify.com/track/3ym9bzwGG4uxVaJ0pLoQbM,0.615,0.802,6,-2.371,1,0.064,0.182,0.0,0.152,0.632,83.953
BLUSH,WOOAH,BLUSH,6wwhS7RzJx0qQS9SOeohZe,0SheD3EFngYkmaDnjDuMd2,53,2024-04-08,178840,False,https://open.spotify.com/track/0SheD3EFngYkmaDnjDuMd2,0.771,0.784,2,-4.778,1,0.037,0.147,6.76e-06,0.0651,0.735,134.001
Smoothie,NCT DREAM,iScreaM Vol.31 : Smoothie Remix,554mobFs1FGD01VjM7O038,56YMapWl4HqXS3z6Y5viT0,54,2024-04-11,188080,False,https://open.spotify.com/track/56YMapWl4HqXS3z6Y5viT0,0.801,0.773,1,-3.605,1,0.16,0.00918,0.0,0.0968,0.389,109.941
UNDEFEATED,"XG, VALORANT",UNDEFEATED,7kHjcTey5ZAewZLWtuCqzK,0NrObqc8nK1XcDNPJNBKRV,62,2024-04-12,173106,False,https://open.spotify.com/track/0NrObqc8nK1XcDNPJNBKRV,0.798,0.69,1,-4.166,1,0.156,0.0606,0.0,0.107,0.537,160.977
WHY?,Stray Kids,WHY?,5mZvfyIv3rZ3ZCah58u6k2,2NeJBfbWgs19WiBXAUPpBq,62,2024-04-12,228267,False,https://open.spotify.com/track/2NeJBfbWgs19WiBXAUPpBq,0.596,0.98,7,-3.786,1,0.0709,0.0744,0.0,0.349,0.675,128.934
OUR,BOYNEXTDOOR,HOW?,2p5IDUbayBHcmcgSNIQx6V,54wqX30KnwGZdLmi8r0Wgo,61,2024-04-15,156240,False,https://open.spotify.com/track/54wqX30KnwGZdLmi8r0Wgo,0.775,0.828,8,-4.35,1,0.054,0.329,3.12e-05,0.379,0.927,152.004
Dear. My Darling,BOYNEXTDOOR,HOW?,2p5IDUbayBHcmcgSNIQx6V,4gHBVNtx6Kh5F97GoIg0fq,58,2024-04-15,100307,False,https://open.spotify.com/track/4gHBVNtx6Kh5F97GoIg0fq,0.651,0.558,3,-5.928,1,0.0261,0.67,0.0,0.422,0.345,98.979
So let's go see the stars,BOYNEXTDOOR,HOW?,2p5IDUbayBHcmcgSNIQx6V,7x9s9KVpMOrQ2z2fzOGo8z,61,2024-04-15,202693,False,https://open.spotify.com/track/7x9s9KVpMOrQ2z2fzOGo8z,0.652,0.92,5,-3.91,1,0.0471,0.00425,0.0,0.145,0.618,142.024
"Earth, Wind & Fire",BOYNEXTDOOR,HOW?,2p5IDUbayBHcmcgSNIQx6V,0Tq7v8YAmwdnAYBwyR1pZ4,68,2024-04-15,179040,False,https://open.spotify.com/track/0Tq7v8YAmwdnAYBwyR1pZ4,0.664,0.888,11,-3.277,0,0.0902,0.0208,0.0,0.0623,0.617,153.089
Black Mountain,wave to earth,Twenty Plenty,7pV5cvmIL7tGw06b2laSoH,06sXeC9qDRsw3JvAZOnC8g,55,2024-04-17,370800,False,https://open.spotify.com/track/06sXeC9qDRsw3JvAZOnC8g,0.454,0.237,5,-11.402,1,0.0292,0.944,0.0142,0.112,0.152,110.912
FREAK,YUQI,YUQ1,7LYc8ngbhwha4aGJ5kVauc,6ERs9uORCo1MfV0m9ixCuv,62,2024-04-23,171080,False,https://open.spotify.com/track/6ERs9uORCo1MfV0m9ixCuv,0.809,0.815,5,-3.517,1,0.0462,0.0771,0.0,0.105,0.813,119.996
SWEAT,ZEROBASEONE,SWEAT,0s6DjhEFFZOUSfnFmPMVIG,3BzjdhbQH8VlQ81RbvRoV8,56,2024-04-24,191018,False,https://open.spotify.com/track/3BzjdhbQH8VlQ81RbvRoV8,0.726,0.894,10,-3.138,0,0.0706,0.195,0.0,0.0431,0.757,119.002
Feeling Lucky,"BIBI, Jackson Wang",Feeling Lucky,4bc9PfPyv60qCh5S5g5eMb,53x0Yk1qOyurd2MefyF3Ny,59,2024-04-26,151040,False,https://open.spotify.com/track/53x0Yk1qOyurd2MefyF3Ny,0.869,0.567,11,-8.727,0,0.07,0.0522,0.000748,0.0732,0.683,124.067
SPOT!,"ZICO, JENNIE",SPOT!,3K3C9JjwCGQAzj3Bu7BUaI,1SS0WlKhJewviwEDZ6dWj0,78,2024-04-26,167707,False,https://open.spotify.com/track/1SS0WlKhJewviwEDZ6dWj0,0.875,0.782,5,-3.905,0,0.078,0.151,0.0,0.113,0.906,108.038
LALALI,SEVENTEEN,SEVENTEEN BEST ALBUM '17 IS RIGHT HERE',2Jrp37x38qZqtyrIrfxN4H,45xiC13XQsLhV57FxQLlLV,67,2024-04-29,171680,False,https://open.spotify.com/track/45xiC13XQsLhV57FxQLlLV,0.841,0.836,1,-4.459,1,0.104,0.0426,2.47e-06,0.0555,0.833,119.972
Super,SEVENTEEN,SEVENTEEN BEST ALBUM '17 IS RIGHT HERE',2Jrp37x38qZqtyrIrfxN4H,3ZpfXyQgcqdSA1TGNc7Ret,65,2024-04-29,200387,False,https://open.spotify.com/track/3ZpfXyQgcqdSA1TGNc7Ret,0.771,0.88,8,-4.091,1,0.0857,0.162,1.41e-06,0.167,0.347,137.018
Cheers to youth,SEVENTEEN,SEVENTEEN BEST ALBUM '17 IS RIGHT HERE',2Jrp37x38qZqtyrIrfxN4H,1XvOEvWtfa879Wk1wKHZ1M,67,2024-04-29,191547,False,https://open.spotify.com/track/1XvOEvWtfa879Wk1wKHZ1M,0.668,0.819,6,-3.668,0,0.0486,0.136,0.0,0.113,0.491,103.967
God of Music,SEVENTEEN,SEVENTEEN BEST ALBUM '17 IS RIGHT HERE',2Jrp37x38qZqtyrIrfxN4H,6KNp9wSUGYhtbE33su6xZv,59,2024-04-29,205133,False,https://open.spotify.com/track/6KNp9wSUGYhtbE33su6xZv,0.728,0.912,11,-2.55,0,0.167,0.0458,0.0,0.102,0.808,120.044
Home,SEVENTEEN,SEVENTEEN BEST ALBUM '17 IS RIGHT HERE',2Jrp37x38qZqtyrIrfxN4H,3qOdLKfizw3Sc4KmDLeABG,60,2024-04-29,203731,False,https://open.spotify.com/track/3qOdLKfizw3Sc4KmDLeABG,0.746,0.55,9,-5.019,1,0.223,0.421,0.0,0.0916,0.607,88.01
MAESTRO,SEVENTEEN,SEVENTEEN BEST ALBUM '17 IS RIGHT HERE',2Jrp37x38qZqtyrIrfxN4H,2UE9XGbAzicJIyo4bB6sqM,74,2024-04-29,198907,False,https://open.spotify.com/track/2UE9XGbAzicJIyo4bB6sqM,0.679,0.842,4,-4.113,0,0.189,0.0819,1.2e-06,0.148,0.589,151.984
Left & Right,SEVENTEEN,SEVENTEEN BEST ALBUM '17 IS RIGHT HERE',2Jrp37x38qZqtyrIrfxN4H,065yxZRBAsenRLZacB1uc2,61,2024-04-29,201773,False,https://open.spotify.com/track/065yxZRBAsenRLZacB1uc2,0.725,0.823,6,-3.868,0,0.115,0.132,0.0,0.104,0.958,149.994
해야 (HEYA),IVE,IVE SWITCH,7z61DsZtWO2S4nC5xd0b9p,4gOwpU4kMZZNDWkoHYUj1Z,69,2024-04-29,189680,False,https://open.spotify.com/track/4gOwpU4kMZZNDWkoHYUj1Z,0.702,0.837,5,-3.447,0,0.0567,0.0297,0.0,0.227,0.685,91.986
Spell,SEVENTEEN,SEVENTEEN BEST ALBUM '17 IS RIGHT HERE',2Jrp37x38qZqtyrIrfxN4H,2L6QRccSHAsdZDc9gz6Bfi,66,2024-04-29,197613,False,https://open.spotify.com/track/2L6QRccSHAsdZDc9gz6Bfi,0.828,0.62,9,-5.259,0,0.0497,0.663,0.000278,0.0989,0.514,107.974
Accendio,IVE,IVE SWITCH,7z61DsZtWO2S4nC5xd0b9p,1BAtAtx0VgWgAMROWK9WYf,67,2024-04-29,192013,False,https://open.spotify.com/track/1BAtAtx0VgWgAMROWK9WYf,0.759,0.875,0,-3.942,0,0.0646,0.0493,0.0,0.0997,0.662,140.011
Mars,D.O.,BLOSSOM - THE 3RD MINI ALBUM,6ZlXpA35FslDym9FIKaygk,2FZKBbotZtXLQyedIV965w,61,2024-05-07,187267,False,https://open.spotify.com/track/2FZKBbotZtXLQyedIV965w,0.84,0.456,9,-5.554,1,0.034,0.253,0.0,0.0907,0.627,100.983
Girls Never Die,tripleS,<ASSEMBLE24>,1FEdDqMaOL8oZYzI4n27GM,45OflED18VsURGw2z0Y6Cv,65,2024-05-08,187920,False,https://open.spotify.com/track/45OflED18VsURGw2z0Y6Cv,0.667,0.912,11,-2.704,0,0.104,0.154,0.0,0.351,0.675,95.031
Lose My Breath (Feat. Charlie Puth),"Stray Kids, Charlie Puth",Lose My Breath (Feat. Charlie Puth),1HSW0KtusVmitWsZGhjaJB,2DXavoWAmIHlrECHPM1Vca,69,2024-05-10,166914,False,https://open.spotify.com/track/2DXavoWAmIHlrECHPM1Vca,0.818,0.707,5,-5.178,0,0.108,0.166,0.0,0.161,0.589,133.059
Fatal Trouble,ENHYPEN,DARK MOON SPECIAL ALBUM <MEMORABILIA>,0OhJwEzXbK9Km6GQSPdmPU,6i1PYoUEMHqxAsAUKHkqpe,70,2024-05-13,170197,False,https://open.spotify.com/track/6i1PYoUEMHqxAsAUKHkqpe,0.532,0.741,7,-4.007,0,0.0329,0.0487,0.0,0.0994,0.295,88.859
Supernova,aespa,Supernova,49kUtQMJo7Am9UuLuN1MuB,58b0gBwBVjQfbbCU4xIvoy,58,2024-05-13,178880,False,https://open.spotify.com/track/58b0gBwBVjQfbbCU4xIvoy,0.744,0.747,11,-4.281,0,0.0824,0.00691,2.03e-06,0.0739,0.368,120.077
Lucifer,ENHYPEN,DARK MOON SPECIAL ALBUM <MEMORABILIA>,0OhJwEzXbK9Km6GQSPdmPU,7Fq4xDlMtpqca0IyTYXldY,62,2024-05-13,227309,False,https://open.spotify.com/track/7Fq4xDlMtpqca0IyTYXldY,0.681,0.521,1,-5.319,0,0.0522,0.532,0.0,0.0814,0.626,130.037
Lose My Breath (Stray Kids Ver.),Stray Kids,Lose My Breath (Remixes),5v82FuiTM8fZayApwB0bqw,5NxxixRIBePmP5iNl9lPOt,61,2024-05-13,166914,False,https://open.spotify.com/track/5NxxixRIBePmP5iNl9lPOt,0.829,0.705,5,-5.298,0,0.193,0.152,0.0,0.145,0.684,133.095
Teeth,ENHYPEN,DARK MOON SPECIAL ALBUM <MEMORABILIA>,0OhJwEzXbK9Km6GQSPdmPU,6JlQqA7FDfqLbnpJBwypPe,63,2024-05-13,191889,False,https://open.spotify.com/track/6JlQqA7FDfqLbnpJBwypPe,0.674,0.936,10,-2.018,0,0.0436,0.0029,0.0385,0.12,0.373,124.966
Scream,ENHYPEN,DARK MOON SPECIAL ALBUM <MEMORABILIA>,0OhJwEzXbK9Km6GQSPdmPU,1kgg5vR9QCW72RTNQTaSRH,61,2024-05-13,187433,False,https://open.spotify.com/track/1kgg5vR9QCW72RTNQTaSRH,0.679,0.877,11,-2.777,0,0.0561,0.284,0.0,0.181,0.764,153.92
Feel the POP,ZEROBASEONE,You had me at HELLO,1f7EBZExZ8wFWgacxTLDdM,3JnaRKReO6TFGEdhggFWZG,59,2024-05-13,176191,False,https://open.spotify.com/track/3JnaRKReO6TFGEdhggFWZG,0.768,0.743,9,-6.123,1,0.151,0.124,0.0,0.309,0.807,149.005
Bubble Gum,NewJeans,How Sweet,0EhZEM4RRz0yioTgucDhJq,19D8LNpWwIPpi6hs9BG7dq,74,2024-05-24,200267,False,https://open.spotify.com/track/19D8LNpWwIPpi6hs9BG7dq,0.758,0.709,9,-3.589,1,0.0447,0.138,0.0,0.0765,0.529,105.005
How Sweet,NewJeans,How Sweet,0EhZEM4RRz0yioTgucDhJq,38tXZcL1gZRfbqfOG0VMTH,79,2024-05-24,219027,False,https://open.spotify.com/track/38tXZcL1gZRfbqfOG0VMTH,0.803,0.895,1,-2.888,1,0.0623,0.0816,5.67e-06,0.154,0.757,124.994
Live My Life,aespa,Armageddon - The 1st Album,4SboBpuYojDm02qS4iFeJC,04DdQ3wZVyWl9pxCQWzjjz,53,2024-05-26,159133,False,https://open.spotify.com/track/04DdQ3wZVyWl9pxCQWzjjz,0.687,0.879,10,-3.459,1,0.0378,0.203,1.53e-06,0.0814,0.801,136.995
Armageddon,aespa,Armageddon - The 1st Album,4SboBpuYojDm02qS4iFeJC,4b2fMv44GAYpsDSK4ihbsI,70,2024-05-26,196467,False,https://open.spotify.com/track/4b2fMv44GAYpsDSK4ihbsI,0.695,0.789,9,-2.05,1,0.0671,0.0651,1.39e-06,0.168,0.469,91.991
Supernova,aespa,Armageddon - The 1st Album,4SboBpuYojDm02qS4iFeJC,5lKnZbdGCBViitE1Ce5TZh,70,2024-05-26,178880,False,https://open.spotify.com/track/5lKnZbdGCBViitE1Ce5TZh,0.744,0.747,11,-4.281,0,0.0824,0.00691,2.03e-06,0.0739,0.368,120.077
Taxi Blurr (Feat. NATTY of KISS OF LIFE),"Jay Park, NATTY",Jay Park Season 2,0MazhZi5jQbkueKX52rkaR,5IY8i6WnkqvmRnIrF4lqDx,57,2024-05-28,230500,False,https://open.spotify.com/track/5IY8i6WnkqvmRnIrF4lqDx,0.612,0.574,6,-7.477,1,0.0548,0.0776,0.000238,0.0907,0.565,143.864
LOOP (feat. Lil Cherry),"Yves, Lil Cherry",LOOP,1j8kzYnKuztDWliT8V8Qto,1JNsKjaCFgTxjP3EkKfYZo,60,2024-05-29,163480,True,https://open.spotify.com/track/1JNsKjaCFgTxjP3EkKfYZo,0.875,0.526,5,-6.875,0,0.232,0.0736,7.66e-05,0.227,0.672,127.976
Virtual Angel,ARTMS,<Dall>,0hJloArA2Kb9xNBIv34osS,1iGNZerzZHm2GLu7k1OS3J,59,2024-05-31,173640,False,https://open.spotify.com/track/1iGNZerzZHm2GLu7k1OS3J,0.568,0.931,0,-3.269,0,0.0826,0.353,0.0,0.319,0.894,82.937
WORK,ATEEZ,GOLDEN HOUR : Part.1,37XJyd3MfDYOhmAaDY5gEU,3VHD84tIdyxRTtRc167YSR,72,2024-05-31,172382,False,https://open.spotify.com/track/3VHD84tIdyxRTtRc167YSR,0.906,0.752,11,-5.296,0,0.085,0.0136,0.0,0.0733,0.635,100.003
Empty Box,ATEEZ,GOLDEN HOUR : Part.1,37XJyd3MfDYOhmAaDY5gEU,6PHWnPMFCfg74rnZT6CTsv,55,2024-05-31,213881,False,https://open.spotify.com/track/6PHWnPMFCfg74rnZT6CTsv,0.692,0.648,0,-8.491,1,0.042,0.0982,0.0,0.38,0.434,151.002
Siren,ATEEZ,GOLDEN HOUR : Part.1,37XJyd3MfDYOhmAaDY5gEU,7sfWkb57YF5p0OIzZMLiN1,54,2024-05-31,164614,False,https://open.spotify.com/track/7sfWkb57YF5p0OIzZMLiN1,0.837,0.838,11,-5.472,0,0.0535,0.0179,0.0,0.0215,0.78,105.05
Shaboom,ATEEZ,GOLDEN HOUR : Part.1,37XJyd3MfDYOhmAaDY5gEU,1Qw280ocXYS2wSo48wj24O,54,2024-05-31,211622,False,https://open.spotify.com/track/1Qw280ocXYS2wSo48wj24O,0.768,0.685,7,-6.525,0,0.248,0.0891,0.0,0.0489,0.768,153.908
Blind,ATEEZ,GOLDEN HOUR : Part.1,37XJyd3MfDYOhmAaDY5gEU,3epcMWxb5Wl7r95sY9s6WO,60,2024-05-31,198737,False,https://open.spotify.com/track/3epcMWxb5Wl7r95sY9s6WO,0.826,0.651,10,-6.864,0,0.055,0.00179,6.45e-06,0.0697,0.559,125.036
Shooting Star,Kep1er,Kep1going On,1z66tzLXZ5nI9EsJ79xSez,0k2JbfyqtVhiLqGgNuwQGX,57,2024-06-03,183400,False,https://open.spotify.com/track/0k2JbfyqtVhiLqGgNuwQGX,0.506,0.638,9,-4.722,1,0.206,0.0941,0.0,0.0572,0.623,178.079
BADVILLAIN,BADVILLAIN,OVERSTEP,15rdrWfjFtnMnzdZIemvoQ,3BBBK2wYC1TLOyBLnSfWTI,61,2024-06-03,189283,False,https://open.spotify.com/track/3BBBK2wYC1TLOyBLnSfWTI,0.661,0.898,1,-3.637,0,0.0582,0.0463,0.0,0.144,0.691,133.986
Never Let Go,Jung Kook,Never Let Go,6zXydimgenc15N3LWmf0cn,2nRMW95dnOILirpjbksLTs,78,2024-06-07,166812,False,https://open.spotify.com/track/2nRMW95dnOILirpjbksLTs,0.664,0.773,9,-4.32,1,0.0688,0.048,1.49e-05,0.238,0.173,129.884
Butterflies,NAYEON,NA,5zQI9dFbS9TrhvC9clgjz7,07W0lOkOUhVhdJQ9wVepWr,55,2024-06-14,221680,False,https://open.spotify.com/track/07W0lOkOUhVhdJQ9wVepWr,0.701,0.856,1,-3.334,1,0.166,0.324,0.0,0.0831,0.847,160.008
ABCD,NAYEON,NA,5zQI9dFbS9TrhvC9clgjz7,0V2passWyAXnON67kfAj7y,75,2024-06-14,162840,False,https://open.spotify.com/track/0V2passWyAXnON67kfAj7y,0.682,0.926,3,-2.515,0,0.0607,0.0404,0.0,0.19,0.86,105.969
Magic (Feat. JULIE of KISS OF LIFE),"NAYEON, JULIE",NA,5zQI9dFbS9TrhvC9clgjz7,6pLYWcPnBdFJShuUARDIwj,58,2024-06-14,206613,False,https://open.spotify.com/track/6pLYWcPnBdFJShuUARDIwj,0.776,0.811,11,-3.974,0,0.154,0.196,0.0,0.278,0.896,113.011
Love 119,RIIZE,RIIZING - The 1st Mini Album,23TA2tnqYnphv1MKkiS6x2,0QlNUEvJTe2QtXprDcfaOA,55,2024-06-17,173489,False,https://open.spotify.com/track/0QlNUEvJTe2QtXprDcfaOA,0.752,0.753,8,-4.666,1,0.0467,0.432,0.0,0.29,0.416,98.521
Boom Boom Bass,RIIZE,RIIZING - The 1st Mini Album,23TA2tnqYnphv1MKkiS6x2,2J194R0KIKbK7bTHfUHPDB,64,2024-06-17,152890,False,https://open.spotify.com/track/2J194R0KIKbK7bTHfUHPDB,0.807,0.759,5,-4.24,0,0.0529,0.0194,9.1e-06,0.145,0.83,117.014
Siren,RIIZE,RIIZING - The 1st Mini Album,23TA2tnqYnphv1MKkiS6x2,4dyOxaLCQ5fnX7neFi4dRb,54,2024-06-17,147962,False,https://open.spotify.com/track/4dyOxaLCQ5fnX7neFi4dRb,0.802,0.828,1,-2.929,1,0.0644,0.00103,7.63e-06,0.121,0.673,104.944
Impossible,RIIZE,RIIZING - The 1st Mini Album,23TA2tnqYnphv1MKkiS6x2,1JTmrZwZhaP1yYJtuzfvJ9,55,2024-06-17,182332,False,https://open.spotify.com/track/1JTmrZwZhaP1yYJtuzfvJ9,0.765,0.812,1,-4.326,0,0.0991,0.00511,6.29e-06,0.0716,0.795,128.013
Supernatural,NewJeans,Supernatural,1FVw30SoC91lq1UZ6N9rwN,5ocSQW5sIUIOFojwXEz9Ki,79,2024-06-21,191000,False,https://open.spotify.com/track/5ocSQW5sIUIOFojwXEz9Ki,0.699,0.708,10,-4.182,0,0.0496,0.185,8.43e-06,0.0921,0.863,108.887
Right Now,NewJeans,Supernatural,1FVw30SoC91lq1UZ6N9rwN,58Q3FZFs1YXPpliWQB5kXB,71,2024-06-21,160413,False,https://open.spotify.com/track/58Q3FZFs1YXPpliWQB5kXB,0.67,0.802,3,-6.555,0,0.0468,0.123,0.00478,0.121,0.551,171.977
"If I’m S, Can You Be My N?",TWS,TWS 2nd Mini Album 'SUMMER BEAT!',03QRqvvQFLDaJM711Gkn03,2y8vRHEoz15sYDmxyrDePO,65,2024-06-24,168027,False,https://open.spotify.com/track/2y8vRHEoz15sYDmxyrDePO,0.789,0.832,11,-3.248,0,0.111,0.0991,0.0,0.351,0.884,118.039
Strawberry Rush,CHUU,Strawberry Rush,4NIAziT2P8n5MkVeYYLCd2,1gq1gf44tZ9cyTdlcyoJd1,60,2024-06-25,176240,False,https://open.spotify.com/track/1gq1gf44tZ9cyTdlcyoJd1,0.594,0.84,2,-3.816,1,0.0829,0.149,0.0,0.099,0.506,157.927
Rockstar - Extended,LISA,Rockstar,7wIIhHPyaxAHRvdNQQO2G9,01prGWjCTxKBxJc400zwvQ,68,2024-06-27,164783,True,https://open.spotify.com/track/01prGWjCTxKBxJc400zwvQ,0.645,0.688,1,-4.799,1,0.043,0.0606,1.4e-06,0.0601,0.587,139.957
Rockstar,LISA,Rockstar,7wIIhHPyaxAHRvdNQQO2G9,6vvPecFTmWxDfEJ6cYT1wa,85,2024-06-27,138213,True,https://open.spotify.com/track/6vvPecFTmWxDfEJ6cYT1wa,0.668,0.628,8,-4.692,1,0.046,0.129,0.0,0.0293,0.568,140.053
Smeraldo Garden Marching Band (feat. Loco),"Jimin, Loco",Smeraldo Garden Marching Band (feat. Loco),2PcM535knJOZb6MUth8axj,1kPhV0KQui1phEpjnWIqUN,71,2024-06-28,182841,False,https://open.spotify.com/track/1kPhV0KQui1phEpjnWIqUN,0.79,0.915,4,-2.251,1,0.146,0.0366,0.0,0.0785,0.726,97.47
Debut,KATSEYE,Debut,7mGArRHjAYY0o8UYOAfRHf,58AZXyKRlsMBMcrRjpJpVG,75,2024-06-28,123282,False,https://open.spotify.com/track/58AZXyKRlsMBMcrRjpJpVG,0.866,0.604,11,-4.286,1,0.0763,0.00999,0.0,0.218,0.714,121.99
Sticky,KISS OF LIFE,Sticky,3p68B7ZhETVmNbOov8JcF5,4e1aewX6ATPcdfQIqr7gqO,78,2024-07-01,157120,False,https://open.spotify.com/track/4e1aewX6ATPcdfQIqr7gqO,0.702,0.701,10,-3.86,0,0.0758,0.391,0.0,0.132,0.595,99.971
Cheeky Icy Thang,STAYC,Metamorphic,6eTCq3XOz0rVJnelXro3Vk,3BhyxulZ13uWZS6LqiYiCj,57,2024-07-01,150769,False,https://open.spotify.com/track/3BhyxulZ13uWZS6LqiYiCj,0.757,0.843,2,-4.033,1,0.0475,0.0128,0.0,0.117,0.673,131.011
Te Quiero,KISS OF LIFE,Sticky,3p68B7ZhETVmNbOov8JcF5,5yilfTuo2JyDZUoBPQ4Vjs,63,2024-07-01,189867,False,https://open.spotify.com/track/5yilfTuo2JyDZUoBPQ4Vjs,0.741,0.78,5,-4.333,0,0.0742,0.299,0.0,0.155,0.44,120.037
FOREVER,BABYMONSTER,FOREVER,0OY9cZ5lO1htGmLYC4eX4B,0Md02V4hwKO5Vu5B7GD8tQ,78,2024-07-01,212734,False,https://open.spotify.com/track/0Md02V4hwKO5Vu5B7GD8tQ,0.833,0.704,0,-4.364,1,0.0502,0.102,0.0,0.101,0.644,129.986
ひとつの誓い (We’ll Never Change),TOMORROW X TOGETHER,誓い (CHIKAI),4gUSRC5pgmbbDi39dGBsuL,6ZVLzrvg4jw9bS9NChKFOr,62,2024-07-02,177360,False,https://open.spotify.com/track/6ZVLzrvg4jw9bS9NChKFOr,0.546,0.7,6,-5.249,1,0.146,0.098,0.0,0.249,0.487,163.284
Hot Mess,aespa,Hot Mess,2PvpuCui1GVO8DkFcCHzYU,1SaLI6o5GhfcaxPVAJoD3r,64,2024-07-03,194173,False,https://open.spotify.com/track/1SaLI6o5GhfcaxPVAJoD3r,0.709,0.602,7,-5.054,1,0.273,0.12,6.3e-05,0.312,0.844,159.971
Klaxon,(G)I-DLE,I SWAY,5WzUVTkKAvOayPui3DnsDz,294hRgOqnGW2BemqP8D35X,71,2024-07-08,175107,False,https://open.spotify.com/track/294hRgOqnGW2BemqP8D35X,0.89,0.886,11,-3.408,0,0.185,0.13,0.0,0.309,0.801,119.986
JUSTICE,Dreamcatcher,[VirtuouS],4PkR73YJKj5RGkC7QZVpM2,4GyhMaDPEILMPp62PUjP3j,58,2024-07-10,179920,False,https://open.spotify.com/track/4GyhMaDPEILMPp62PUjP3j,0.567,0.93,1,-3.693,0,0.115,0.027,1.89e-06,0.152,0.602,89.974
DIVE,TWICE,DIVE,0riep5s1F9ynpobjOSzbcr,5vK3WrTOp6rEoASx1jAsp1,60,2024-07-10,181860,False,https://open.spotify.com/track/5vK3WrTOp6rEoASx1jAsp1,0.796,0.702,1,-3.413,1,0.0377,0.146,0.0,0.119,0.893,114.992
Hundred Broken Hearts,ENHYPEN,ROMANCE : UNTOLD,05I8FltCMnGa3kE38mpOkL,3UIEaJs7OfXpcFSoQhqNC0,65,2024-07-12,201681,False,https://open.spotify.com/track/3UIEaJs7OfXpcFSoQhqNC0,0.695,0.739,8,-7.128,1,0.133,0.0232,0.0,0.261,0.765,88.442
Brought The Heat Back,ENHYPEN,ROMANCE : UNTOLD,05I8FltCMnGa3kE38mpOkL,3ivdlmTbUSv5JN9W8Tk9V1,74,2024-07-12,176424,False,https://open.spotify.com/track/3ivdlmTbUSv5JN9W8Tk9V1,0.775,0.871,11,-3.58,0,0.0436,0.0109,0.0,0.552,0.896,121.952
Royalty,ENHYPEN,ROMANCE : UNTOLD,05I8FltCMnGa3kE38mpOkL,2DPq5UkMuc7eN2NFHjGPNn,63,2024-07-12,170277,False,https://open.spotify.com/track/2DPq5UkMuc7eN2NFHjGPNn,0.802,0.835,1,-4.631,1,0.0929,0.054,3.27e-05,0.0419,0.935,94.018
Paranormal,ENHYPEN,ROMANCE : UNTOLD,05I8FltCMnGa3kE38mpOkL,1tLq6MZA5Lqpms4AZ4CcrG,64,2024-07-12,155919,False,https://open.spotify.com/track/1tLq6MZA5Lqpms4AZ4CcrG,0.587,0.894,11,-4.303,1,0.0966,0.0736,0.0,0.298,0.718,169.936
