Track Name,Artists,Album Name,Album ID,Track ID,Popularity,Release Date,Duration (ms),Explicit,External URLs,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo
4:00A.M.,Taeko Onuki,MIGNONNE (Mastered by Bernie Grundman),0Y4RPWAZZui6gUL1kwgND6,0zoGVO4bQXG8U6ChKwNgeg,65,1978-09-21,336960,False,https://open.spotify.com/track/0zoGVO4bQXG8U6ChKwNgeg,0.631,0.644,10,-10.81,0,0.0348,0.341,0.000411,0.0877,0.861,103.376
Dumas Walker,The Kentucky Headhunters,Pickin On Nashville,7fYP3RiIgtPyj4QfqS2FAz,30WzaYR4gc3U7wv1VWFP5y,54,1989-01-01,171840,False,https://open.spotify.com/track/30WzaYR4gc3U7wv1VWFP5y,0.621,0.579,7,-12.829,1,0.0299,0.368,2.14e-06,0.19,0.967,140.356
Walk Softly On This Heart Of Mine,The Kentucky Headhunters,Pickin On Nashville,7fYP3RiIgtPyj4QfqS2FAz,5yma4EpKYJ4r6jXhebUzh2,48,1989-01-01,226667,False,https://open.spotify.com/track/5yma4EpKYJ4r6jXhebUzh2,0.689,0.622,9,-13.685,1,0.029,0.256,8.54e-06,0.186,0.849,126.259
10 Minutes,Lee Hyori,Stylish…,2uTwUONoLUhlpM6r324B2b,2Tfv41qZ0U3ahZiKiDBa4a,65,2003-08-13,236147,False,https://open.spotify.com/track/2Tfv41qZ0U3ahZiKiDBa4a,0.934,0.671,0,-7.253,1,0.0754,0.0464,0.0,0.085,0.869,96.371
Caribou Lou (Album Version (Explicit)),Tech N9ne,Everready,7ocmhjfBKajAqVxRLgs2iL,26sfR6xBMYUQ9ORoopLphT,57,2006,271813,True,https://open.spotify.com/track/26sfR6xBMYUQ9ORoopLphT,0.782,0.828,1,-2.872,1,0.274,0.127,0.0,0.0584,0.51,178.091
The Beast (Album Version (Explicit)),Tech N9ne,Everready,7ocmhjfBKajAqVxRLgs2iL,470oq4Gp1WAczVeuYri9ZU,50,2006,219573,True,https://open.spotify.com/track/470oq4Gp1WAczVeuYri9ZU,0.7,0.918,5,-4.16,0,0.442,0.297,0.0,0.626,0.763,204.272
The Beast (Album Version (Explicit)),Tech N9ne,Everready,7eUmMXeZLYIn4IKpyko33w,2ZaWL12apL7wmNPuJMlny4,48,2006-11-07,219573,True,https://open.spotify.com/track/2ZaWL12apL7wmNPuJMlny4,0.703,0.909,5,-4.206,0,0.46,0.286,0.0,0.402,0.776,204.208
Caribou Lou (Album Version (Explicit)),Tech N9ne,Everready,7eUmMXeZLYIn4IKpyko33w,0I0wn4G67txQwENcmRH3d6,55,2006-11-07,271813,True,https://open.spotify.com/track/0I0wn4G67txQwENcmRH3d6,0.783,0.815,1,-2.703,1,0.298,0.128,0.0,0.0757,0.554,178.117
Tell Me,Wonder Girls,The Wonder Years,3svp0TRDC5MMUAPNMimAi1,2UuKZDzjZ7cVMOvpmuAMYj,67,2007-09-12,217000,False,https://open.spotify.com/track/2UuKZDzjZ7cVMOvpmuAMYj,0.792,0.924,6,-6.866,0,0.0327,0.104,0.000224,0.336,0.968,127.003
Into the New World,Girls' Generation,Girls' Generation,2U1BPwhkzHt05OFugiSB3g,1RTW9UthqmZwr8Od6CH4i8,60,2007-11-01,265760,False,https://open.spotify.com/track/1RTW9UthqmZwr8Od6CH4i8,0.708,0.892,4,-1.964,0,0.0349,0.0706,0.0,0.114,0.623,108.031
The Past Should Stay Dead,Emarosa,Relativity,3XHoQliF0J7p6q6taBVvc6,1WPoATdYDxAmso3K6OpsaY,47,2008,273653,False,https://open.spotify.com/track/1WPoATdYDxAmso3K6OpsaY,0.386,0.942,6,-2.169,1,0.0514,0.000545,0.0,0.14,0.483,90.91
Plastic Love,Mariya Takeuchi,Expressions,3lBX7AtzE4JoZaAIBLptRx,7rU6Iebxzlvqy5t857bKFq,63,2008-05-21,294493,False,https://open.spotify.com/track/7rU6Iebxzlvqy5t857bKFq,0.648,0.875,2,-5.141,0,0.034,0.0747,9.64e-05,0.196,0.857,102.517
Tell Me (Rap Version),Wonder Girls,So Hot,7uLVRq4SzLmamXRIBONIBv,3tJ8hMF7uJZKKL0ZU4FUDx,57,2008-06-03,217120,False,https://open.spotify.com/track/3tJ8hMF7uJZKKL0ZU4FUDx,0.793,0.946,11,-4.924,0,0.033,0.109,0.000176,0.296,0.969,126.99
Haru Haru,BIGBANG,Stand Up,0NB6IIwQeRDzNFCU22LQto,1L4d2lafz1odpIMe8va21X,61,2008-08-08,256360,False,https://open.spotify.com/track/1L4d2lafz1odpIMe8va21X,0.687,0.914,6,-5.02,1,0.0437,0.166,0.0,0.0858,0.675,126.001
Replay,SHINee,The SHINee World - The First Album,2aiM53N5DGm5VXnfjswpI7,1rp986nzkyAX1wFpxzbwlC,62,2008-08-28,213827,False,https://open.spotify.com/track/1rp986nzkyAX1wFpxzbwlC,0.716,0.779,1,-2.203,1,0.0805,0.178,1.16e-06,0.167,0.59,99.977
テレフォン・ナンバー,Junko Ohashi,Tea For Tears,4ZU8Zd85xbSpve4xsqynqA,1suFMNWk7lPoJ6Bz2NqFO1,56,2009-01-01,239013,False,https://open.spotify.com/track/1suFMNWk7lPoJ6Bz2NqFO1,0.603,0.632,7,-6.407,1,0.0491,0.368,0.000123,0.0633,0.854,94.65
Ring Ding Dong,SHINee,"2009, Year Of Us - The Third Mini Album",5AH7uBaxp7ojNCvImOeZvC,4vLqN0bIxIQjlet2mIMBnx,58,2009-10-19,233280,False,https://open.spotify.com/track/4vLqN0bIxIQjlet2mIMBnx,0.835,0.934,1,-1.258,1,0.0431,0.125,0.000501,0.222,0.811,124.98
Gee,Girls' Generation,Oh! - The Second Album,4e841RxorIoZIufX8v7p7E,0t7kjpVLgOYITrSfFCoBEA,64,2010-01-28,201160,False,https://open.spotify.com/track/0t7kjpVLgOYITrSfFCoBEA,0.756,0.93,1,-1.082,0,0.0274,0.281,0.0,0.11,0.737,99.988
I Need A Girl (Feat. G-DRAGON),"TAEYANG, G-DRAGON",Solar,2rV8MCYJTfvuvXHZsBH12Z,34oRc4INwO7000LJUQLy5X,60,2010-07-01,219307,False,https://open.spotify.com/track/34oRc4INwO7000LJUQLy5X,0.706,0.531,11,-7.021,1,0.0438,0.471,0.0,0.092,0.555,115.018
Worldwide Choppers,Tech N9ne,All 6's And 7's,0ytQrBinlg9hb4uoaEmk37,2Lo2BWhhlZSJds2yBhxoet,51,2011-06-07,326427,True,https://open.spotify.com/track/2Lo2BWhhlZSJds2yBhxoet,0.746,0.853,1,-4.452,1,0.129,0.00285,0.0,0.376,0.362,130.027
Am I A Psycho,Tech N9ne,All 6's And 7's,0ytQrBinlg9hb4uoaEmk37,1JTZqN0snbMSNtp59zveTs,53,2011-06-07,244307,True,https://open.spotify.com/track/1JTZqN0snbMSNtp59zveTs,0.703,0.776,9,-3.409,1,0.304,0.0108,0.0,0.74,0.541,82.469
The Boys,Girls' Generation,The Boys - The 3rd Album,4vGkZl9P0sKxupLdJE7ndS,4sRQg2aoec0VIvQ7GZPGMy,57,2011-10-19,228880,False,https://open.spotify.com/track/4sRQg2aoec0VIvQ7GZPGMy,0.885,0.937,1,-0.678,0,0.0898,0.142,0.0,0.103,0.878,114.974
Sherlock (Clue + Note),SHINee,Sherlock - The 4th Mini Album,2Mfisiv88pNRQNugqrEUHQ,2sVtrcj32v3fR8mLjqWziv,57,2012-03-21,239187,False,https://open.spotify.com/track/2sVtrcj32v3fR8mLjqWziv,0.64,0.937,1,-2.112,1,0.0839,0.0069,0.0,0.393,0.316,107.013
닐리리맘보,Block B,BLOCKBUSTER,5humkj69QwOd1wBwmmMZq6,4fZYGHiRcKxwVSnF498uaE,57,2012-10-17,207080,False,https://open.spotify.com/track/4fZYGHiRcKxwVSnF498uaE,0.753,0.844,9,-2.683,0,0.0489,0.014,0.0,0.0669,0.548,109.945
We Are Bulletproof Pt.2,BTS,2 Cool 4 Skool,6egaEe9JaULuUCkihSnYlH,5pjHS3EpHurMyIpB2QBnEd,59,2013-06-12,223933,False,https://open.spotify.com/track/5pjHS3EpHurMyIpB2QBnEd,0.753,0.95,8,-5.09,0,0.16,0.0104,6.32e-06,0.134,0.868,144.02
No More Dream,BTS,2 Cool 4 Skool,6egaEe9JaULuUCkihSnYlH,089PFeXotzDLNQz9NCk6pF,62,2013-06-12,222067,False,https://open.spotify.com/track/089PFeXotzDLNQz9NCk6pF,0.438,0.864,2,-5.185,1,0.47,0.0118,1.66e-06,0.431,0.594,167.898
Like,BTS,2 Cool 4 Skool,6egaEe9JaULuUCkihSnYlH,55Ctj6nVfobn9AcPe6sLG2,64,2013-06-12,231893,False,https://open.spotify.com/track/55Ctj6nVfobn9AcPe6sLG2,0.737,0.723,0,-4.165,0,0.0705,0.303,0.0,0.26,0.783,100.939
Fragile,"Tech N9ne, Kendrick Lamar, ¡MAYDAY!, Kendall Morgan",Something Else,0V2ApMkgurWGcF0sc0u17w,7L3YDa0Fd8pmzpAyu6EKOS,54,2013-07-30,236373,True,https://open.spotify.com/track/7L3YDa0Fd8pmzpAyu6EKOS,0.715,0.468,2,-7.664,0,0.147,0.0994,0.0,0.125,0.673,194.902
Growl,EXO,The 1st Album 'XOXO' (Repackage),4qduCvpyBL5hGYdBvCvcDA,4pi0Elz7B7cLfw37J3bYm9,61,2013-08-05,207053,False,https://open.spotify.com/track/4pi0Elz7B7cLfw37J3bYm9,0.681,0.814,11,-2.83,0,0.0603,0.145,0.0,0.556,0.876,89.993
Coffee,BTS,"O!RUL8,2?",6rWmdSJIaGTVtdMJQ35Lvf,4eqHEzFsCCiGALC1MHbqnU,60,2013-09-11,260433,False,https://open.spotify.com/track/4eqHEzFsCCiGALC1MHbqnU,0.656,0.798,0,-6.608,1,0.103,0.00862,0.0,0.321,0.573,92.031
N.O,BTS,"O!RUL8,2?",6rWmdSJIaGTVtdMJQ35Lvf,7JosxtkCqIQieNWXA2Dj3v,58,2013-09-11,209752,False,https://open.spotify.com/track/7JosxtkCqIQieNWXA2Dj3v,0.595,0.914,11,-3.764,0,0.166,0.0389,0.0,0.457,0.572,146.89
Caramel,Connan Mockasin,Caramel,1TD2nV7Pp2xwLNE2W413CS,3ynKC6AisUqFfO82uxytTU,52,2013-11-04,114787,False,https://open.spotify.com/track/3ynKC6AisUqFfO82uxytTU,0.527,0.452,7,-11.916,0,0.033,0.818,0.831,0.22,0.647,82.883
Miniskirt,AOA,MINISKIRT,6esB2DBt46m38ZycDPsn8D,6Yj8kVuVR3UPxx9r5eFEoV,62,2014-01-16,179808,False,https://open.spotify.com/track/6Yj8kVuVR3UPxx9r5eFEoV,0.758,0.858,5,-2.502,1,0.0464,0.43,0.0,0.201,0.963,119.992
Some (feat. Lil Boi),"SOYOU, Junggigo, lIlBOI",Some,2r1oAmMSnUasXigJ2fTwk6,0g1AmSKokPboFrxmG1dxKx,66,2014-02-07,211375,False,https://open.spotify.com/track/0g1AmSKokPboFrxmG1dxKx,0.738,0.676,11,-3.025,0,0.0507,0.446,0.0,0.253,0.961,95.04
Spine Breaker,BTS,Skool Luv Affair,5r35iS0uSSoQBKzQj0IeI3,0F3Dpp18yIxIm7XRmn0LBj,59,2014-02-12,238530,False,https://open.spotify.com/track/0F3Dpp18yIxIm7XRmn0LBj,0.679,0.927,0,-1.058,1,0.15,0.164,0.0,0.437,0.861,93.989
Jump,BTS,Skool Luv Affair,5r35iS0uSSoQBKzQj0IeI3,1jZZm43y7RPuwjJQ5LrGHe,59,2014-02-12,236489,False,https://open.spotify.com/track/1jZZm43y7RPuwjJQ5LrGHe,0.495,0.974,7,-0.947,0,0.282,0.0349,0.0,0.44,0.763,102.077
Just One Day,BTS,Skool Luv Affair,5r35iS0uSSoQBKzQj0IeI3,6t7WriKgVszATnrdBKSUAf,66,2014-02-12,239470,False,https://open.spotify.com/track/6t7WriKgVszATnrdBKSUAf,0.685,0.713,6,-4.705,0,0.266,0.179,0.0,0.377,0.301,95.092
Tomorrow,BTS,Skool Luv Affair,5r35iS0uSSoQBKzQj0IeI3,0JkTVcN5kilfMztDb3bKZk,57,2014-02-12,261575,False,https://open.spotify.com/track/0JkTVcN5kilfMztDb3bKZk,0.399,0.887,1,-2.578,0,0.201,0.00946,0.0,0.281,0.627,128.119
Boy in Luv,BTS,Skool Luv Affair,5r35iS0uSSoQBKzQj0IeI3,3FnDv33WrrMtuEr7hNR3ev,64,2014-02-12,230778,False,https://open.spotify.com/track/3FnDv33WrrMtuEr7hNR3ev,0.491,0.947,0,-2.252,1,0.306,0.00261,0.0,0.34,0.474,166.236
"눈,코,입 (Eyes, Nose, Lips)",TAEYANG,RISE,1Y9so4jq4t4taAHu0VdKX3,0lYtIvI7bO51PZSeK22Mbz,64,2014-06-03,229990,False,https://open.spotify.com/track/0lYtIvI7bO51PZSeK22Mbz,0.63,0.516,0,-5.759,1,0.0379,0.736,0.0,0.264,0.254,143.786
HER,Block B,HER,5wHs7NGuapCYtY4wWsYMi3,4jQDaI7FRGaDB0llURpnNf,59,2014-07-24,179053,False,https://open.spotify.com/track/4jQDaI7FRGaDB0llURpnNf,0.646,0.897,8,-2.057,1,0.193,0.0453,0.0,0.114,0.86,162.017
Overdose,EXO-K,Overdose - The 2nd Mini Album,3Nyhs0ZYxVmXDVfv4PLsqv,5NSPsOGVNWYOMeeyZPF7HY,59,2014-08-06,205612,False,https://open.spotify.com/track/5NSPsOGVNWYOMeeyZPF7HY,0.498,0.917,5,-1.797,0,0.164,0.0615,0.0,0.358,0.652,112.357
Danger,BTS,Dark & Wild,35voVqYGkotyJ945O9egDY,0zzRxtfO5FGxKdqq4OKmlw,62,2014-08-20,245140,False,https://open.spotify.com/track/0zzRxtfO5FGxKdqq4OKmlw,0.738,0.868,1,-3.363,1,0.0702,0.000907,0.000209,0.275,0.377,111.991
BTS Cypher Pt.3: Killer,"BTS, Supreme Boi",Dark & Wild,35voVqYGkotyJ945O9egDY,5OlieB5VdsOMuBuCtllXGW,59,2014-08-20,267783,False,https://open.spotify.com/track/5OlieB5VdsOMuBuCtllXGW,0.793,0.924,4,-3.017,0,0.321,0.0217,0.0,0.644,0.665,140.031
Let Me Know,BTS,Dark & Wild,35voVqYGkotyJ945O9egDY,2uqzfXB7NlBnhQd04W7HaH,57,2014-08-20,254973,False,https://open.spotify.com/track/2uqzfXB7NlBnhQd04W7HaH,0.61,0.829,11,-4.84,0,0.0847,0.0111,0.0,0.0961,0.156,136.102
Rain,BTS,Dark & Wild,35voVqYGkotyJ945O9egDY,6Jr2GutTFyfvAzGA36R2Uj,57,2014-08-20,264667,False,https://open.spotify.com/track/6Jr2GutTFyfvAzGA36R2Uj,0.703,0.851,1,-4.918,0,0.144,0.031,0.0,0.354,0.315,89.958
War of Hormone,BTS,Dark & Wild,35voVqYGkotyJ945O9egDY,29SjtKzBoJDgyIBusHylIS,59,2014-08-20,265602,False,https://open.spotify.com/track/29SjtKzBoJDgyIBusHylIS,0.612,0.993,9,-1.895,1,0.24,0.116,0.0,0.307,0.488,98.004
I Am The Best,2NE1,I Am The Best,7zjLDZzHo2XgvYwpuNwEvK,26EM9sZnQkLLQxixGd88KE,68,2014-12-09,208731,False,https://open.spotify.com/track/26EM9sZnQkLLQxixGd88KE,0.819,0.844,0,-3.739,1,0.038,0.00767,0.00834,0.056,0.687,127.997
CALL ME BABY,EXO,EXODUS - The 2nd Album,0PepQsL30ADZO7gc4Tz7Af,6Rx0ORYPP3GH9rTvGS5Vy8,62,2015-03-30,211013,False,https://open.spotify.com/track/6Rx0ORYPP3GH9rTvGS5Vy8,0.692,0.886,1,-2.519,1,0.0519,0.284,0.0,0.341,0.879,100.03
I Need U,BTS,The Most Beautiful Moment in Life Pt.1,0mEeCuKJQ8Xh9tQ5dMm89X,3wQnyXNFXNUEOBt1pb4urq,67,2015-04-29,210987,False,https://open.spotify.com/track/3wQnyXNFXNUEOBt1pb4urq,0.478,0.88,5,-3.097,0,0.0739,0.0213,0.0,0.24,0.707,158.356
Dope,BTS,The Most Beautiful Moment in Life Pt.1,0mEeCuKJQ8Xh9tQ5dMm89X,7jPCPDYoiaKeK7cgNGpIzq,64,2015-04-29,240021,False,https://open.spotify.com/track/7jPCPDYoiaKeK7cgNGpIzq,0.595,0.89,10,-3.109,0,0.245,0.0486,0.0,0.32,0.62,154.071
Hold Me Tight,BTS,The Most Beautiful Moment in Life Pt.1,0mEeCuKJQ8Xh9tQ5dMm89X,2SKBwYW23iHoB7CrYSeyC9,58,2015-04-29,274992,False,https://open.spotify.com/track/2SKBwYW23iHoB7CrYSeyC9,0.622,0.728,6,-5.111,1,0.286,0.0511,0.0,0.171,0.394,139.994
Hood Go Crazy,"Tech N9ne, 2 Chainz, B.o.B",Special Effects,63uxYglJtSneGlHf5MKWfl,0kIHfcHGFGm5xb0dSlKEdp,57,2015-05-04,225040,True,https://open.spotify.com/track/0kIHfcHGFGm5xb0dSlKEdp,0.912,0.644,11,-6.63,1,0.288,0.00714,0.0,0.107,0.492,95.999
Speedom (Wwc2),"Tech N9ne, Eminem, Krizz Kaliko",Special Effects,63uxYglJtSneGlHf5MKWfl,33MpATo5CCG2ennj6LAlYq,51,2015-05-04,295307,True,https://open.spotify.com/track/33MpATo5CCG2ennj6LAlYq,0.708,0.934,10,-3.512,0,0.133,0.11,0.0,0.27,0.736,130.091
Multi-Love,Unknown Mortal Orchestra,Multi-Love,2aoI8tkPq9NBvGiARD0KoR,1XKAeevAbxSSMuTcRT0APS,55,2015-05-26,250800,False,https://open.spotify.com/track/1XKAeevAbxSSMuTcRT0APS,0.784,0.506,3,-5.243,0,0.0404,0.571,0.0,0.139,0.544,120.139
Adore U,SEVENTEEN,SEVENTEEN 1st Mini Album ’17 CARAT’,0H2K2JrzdvJcxBEPyxC2sl,6wtgR5ZVbOZPHIeMNQwugp,58,2015-05-29,186650,False,https://open.spotify.com/track/6wtgR5ZVbOZPHIeMNQwugp,0.533,0.851,7,-3.435,1,0.201,0.00281,1.57e-06,0.14,0.77,203.802
LOVE ME RIGHT,EXO,LOVE ME RIGHT - The 2nd Album Repackage,2tSO8aEYf5YvpwmvvrOWH7,1kFevEv3s7Gf6o5xSDR5DL,61,2015-06-03,205129,False,https://open.spotify.com/track/1kFevEv3s7Gf6o5xSDR5DL,0.625,0.83,0,-2.33,1,0.0764,0.00266,0.0,0.188,0.757,110.04
I'm Not Sorry,"DEAN, Eric Bellinger",I'm Not Sorry,59CGYWCNXuLHADvHwBHMhv,7AoK7YuZ5sQYtPofTFElIE,54,2015-07-07,209096,False,https://open.spotify.com/track/7AoK7YuZ5sQYtPofTFElIE,0.577,0.751,3,-4.352,0,0.0356,0.000727,0.0,0.102,0.506,129.014
Me Gustas Tu,GFRIEND,Flower Bud,0W5faDA1jJ3msyW0Hdkp7B,3AtYSKkZ75F7z0fi03pKuq,61,2015-07-23,220745,False,https://open.spotify.com/track/3AtYSKkZ75F7z0fi03pKuq,0.646,0.924,8,-1.302,1,0.0612,0.168,0.0,0.0507,0.706,106.087
Rewind,Wonder Girls,REBOOT,3in3RzViPTp3fZo51rmJoB,2YZa0dsV3xXGZ61XFYiRt8,59,2015-08-03,213480,False,https://open.spotify.com/track/2YZa0dsV3xXGZ61XFYiRt8,0.716,0.886,1,-3.658,1,0.0327,0.574,0.0,0.322,0.462,105.011
Day 1,Red Velvet,The Red - The 1st Album,6YL9J0E6PGtYzkhyMxnmXd,74muMkVdMYoR65lhmdzy13,59,2015-09-09,206358,False,https://open.spotify.com/track/74muMkVdMYoR65lhmdzy13,0.645,0.884,1,-2.801,1,0.0968,0.112,0.0,0.179,0.708,171.93
Dumb Dumb,Red Velvet,The Red - The 1st Album,6YL9J0E6PGtYzkhyMxnmXd,64iDjAuWDogVhuoWhKklF9,56,2015-09-09,202543,False,https://open.spotify.com/track/64iDjAuWDogVhuoWhKklF9,0.778,0.789,7,-4.297,0,0.0503,0.0334,2.05e-06,0.225,0.799,145.99
Like Ooh-Ahh,TWICE,The Story Begins,72WWZVAx6GtSbEeGESwDLo,3c0CJ0DBgsGZ7I79lyx02Z,61,2015-10-20,215080,False,https://open.spotify.com/track/3c0CJ0DBgsGZ7I79lyx02Z,0.721,0.875,6,-1.166,1,0.0783,0.241,0.000105,0.382,0.692,141.994
Hands Down,The Greeting Committee,It’s Not All That Bad,0y3tRiTDYzj5IuQb0Kk86x,0dqJjKKxuKD5Dt3QH2n4CG,48,2015-10-23,257693,False,https://open.spotify.com/track/0dqJjKKxuKD5Dt3QH2n4CG,0.426,0.634,4,-7.116,1,0.0341,0.404,0.00356,0.222,0.284,98.925
MOMMAE (Feat. Ugly Duck),"Jay Park, Ugly Duck",WORLDWIDE,5vESroqrGYDxDPAwUceQxf,1LNlfvPQmB0cqYJQQskZ8x,65,2015-11-05,204992,True,https://open.spotify.com/track/1LNlfvPQmB0cqYJQQskZ8x,0.694,0.691,0,-4.791,1,0.287,0.226,0.0,0.104,0.678,93.91
If You Do,GOT7,MAD Winter Edition,2CbU9JhqInjKPgsYdSAKAk,2Yzb7XLjtfZCeVm6XYH55s,56,2015-11-23,210834,False,https://open.spotify.com/track/2Yzb7XLjtfZCeVm6XYH55s,0.693,0.886,8,-1.642,1,0.0766,0.0557,0.0,0.217,0.757,129.947
Run,BTS,The Most Beautiful Moment in Life Pt.2,2ds8iT4wkaN1Q1gZe1qcOD,3G1aAxWS2Nd17FQs4PWV6X,65,2015-11-30,236748,False,https://open.spotify.com/track/3G1aAxWS2Nd17FQs4PWV6X,0.554,0.878,11,-3.02,0,0.0513,0.00146,0.0,0.0998,0.55,132.896
Autumn Leaves,BTS,The Most Beautiful Moment in Life Pt.2,2ds8iT4wkaN1Q1gZe1qcOD,158kubraiqKrcYpRsDHrBU,59,2015-11-30,267151,False,https://open.spotify.com/track/158kubraiqKrcYpRsDHrBU,0.619,0.804,10,-3.301,0,0.0424,0.0135,0.0,0.127,0.314,104.978
Butterfly,BTS,The Most Beautiful Moment in Life Pt.2,2ds8iT4wkaN1Q1gZe1qcOD,3bjg5cbmuwDoS7e2dAWyRG,66,2015-11-30,238862,False,https://open.spotify.com/track/3bjg5cbmuwDoS7e2dAWyRG,0.461,0.776,6,-4.498,1,0.0565,0.0149,0.0,0.12,0.291,149.985
Silver Spoon,BTS,The Most Beautiful Moment in Life Pt.2,2ds8iT4wkaN1Q1gZe1qcOD,6O734u9qnz6B4gWMyszWhi,64,2015-11-30,233160,False,https://open.spotify.com/track/6O734u9qnz6B4gWMyszWhi,0.65,0.879,9,-2.886,1,0.073,0.00104,0.0,0.0483,0.536,166.895
Hello Bitches,CL,Hello Bitches,1pu6aEuAKBdTdQLSbfBNTG,72ysGFB4mZTgQsPqN9PzPS,58,2015-12-05,178177,True,https://open.spotify.com/track/72ysGFB4mZTgQsPqN9PzPS,0.714,0.884,11,-2.932,1,0.113,0.00985,0.0,0.439,0.584,145.075
Dream,"Suzy, BAEKHYUN",Dream,7ciJtZ2tYXhKsndQ7bf7Vw,3JBnDOUd18QKjDqSYuOfpm,58,2016-01-07,222415,False,https://open.spotify.com/track/3JBnDOUd18QKjDqSYuOfpm,0.718,0.476,4,-9.205,1,0.139,0.422,0.0,0.0876,0.448,48.973
D (Half Moon),"DEAN, Gaeko",130 Mood : TRBL,1MW3txTS49ZGvyLi0fziLU,3uA8SjMyDtwtt0jLPMQbVD,59,2016-03-25,229360,False,https://open.spotify.com/track/3uA8SjMyDtwtt0jLPMQbVD,0.512,0.765,7,-5.252,1,0.136,0.246,0.0,0.0573,0.519,169.709
21,DEAN,130 Mood : TRBL,1MW3txTS49ZGvyLi0fziLU,2jiI8bNSDu7UxTtDCOqh3L,54,2016-03-25,207130,False,https://open.spotify.com/track/2jiI8bNSDu7UxTtDCOqh3L,0.686,0.73,6,-5.673,0,0.153,0.18,0.0,0.341,0.576,109.93
풀어,"DEAN, ZICO",130 Mood : TRBL,1MW3txTS49ZGvyLi0fziLU,2p980qlVXYLh3HdHusbhfa,54,2016-03-25,211972,True,https://open.spotify.com/track/2p980qlVXYLh3HdHusbhfa,0.89,0.501,5,-5.562,0,0.0589,0.0958,0.0,0.103,0.758,126.949
What 2 Do,"DEAN, Crush, Jeff Bernat",130 Mood : TRBL,1MW3txTS49ZGvyLi0fziLU,6GS3lnAVy5w6AHWEKYzYeS,56,2016-03-25,224099,False,https://open.spotify.com/track/6GS3lnAVy5w6AHWEKYzYeS,0.632,0.531,8,-5.669,1,0.0333,0.249,0.0,0.346,0.511,95.061
CHEER UP,TWICE,PAGE TWO,6q2oUEqL9uzVXHCeKoA8JV,7lB4rxNVc7vm33ZSZXVRAQ,63,2016-04-25,208853,False,https://open.spotify.com/track/7lB4rxNVc7vm33ZSZXVRAQ,0.551,0.885,6,-1.489,1,0.124,0.139,0.0,0.114,0.509,172.95
Pretty U,SEVENTEEN,SEVENTEEN 1ST ALBUM [FIRST ‘LOVE&LETTER’],50BrkBakrLWufmTLjCVBwn,1117juaaAkSIUsQxTmmcKM,62,2016-04-25,207300,False,https://open.spotify.com/track/1117juaaAkSIUsQxTmmcKM,0.642,0.931,8,-2.82,1,0.163,0.0173,0.0,0.0815,0.884,155.088
Epilogue: Young Forever,BTS,The Most Beautiful Moment in Life: Young Forever,1k5bJ8l5oL5xxVBVHjil09,6BskTMfDjXVzeqQHOau5Vi,61,2016-05-02,171803,False,https://open.spotify.com/track/6BskTMfDjXVzeqQHOau5Vi,0.606,0.815,5,-3.818,0,0.232,0.04,0.0,0.119,0.386,88.054
Save Me,BTS,The Most Beautiful Moment in Life: Young Forever,1k5bJ8l5oL5xxVBVHjil09,7bxGcILuAjkZzaveU28ZJS,66,2016-05-02,196506,False,https://open.spotify.com/track/7bxGcILuAjkZzaveU28ZJS,0.613,0.822,1,-3.48,1,0.062,0.0269,0.0,0.0783,0.54,139.936
House of Cards (Full Length Edition),BTS,The Most Beautiful Moment in Life: Young Forever,1k5bJ8l5oL5xxVBVHjil09,6S2gYweMmT6xygVh5q3QLa,63,2016-05-02,226212,False,https://open.spotify.com/track/6S2gYweMmT6xygVh5q3QLa,0.367,0.668,2,-4.484,0,0.052,0.336,0.0,0.147,0.384,104.961
Burning Up (Fire),BTS,The Most Beautiful Moment in Life: Young Forever,1k5bJ8l5oL5xxVBVHjil09,0aE3V0zgSD2YwkEHW42gxG,65,2016-05-02,203352,False,https://open.spotify.com/track/0aE3V0zgSD2YwkEHW42gxG,0.626,0.706,10,-3.201,0,0.0596,0.00225,0.0,0.122,0.534,99.939
Monster,EXO,EX'ACT,5Cckx6G2aRR4aZBV6eIYdc,7GbUWl6qLW1gdngbEV2WDJ,62,2016-06-09,221341,False,https://open.spotify.com/track/7GbUWl6qLW1gdngbEV2WDJ,0.618,0.76,6,-4.312,1,0.0596,0.0066,0.0,0.127,0.541,150.0
VERY NICE,SEVENTEEN,Love&Letter repackage album,7mP7AFehQDonPKEQiXvpvB,1Rrj7KyS2R6SP9CQMDJW1w,67,2016-07-04,192093,False,https://open.spotify.com/track/1Rrj7KyS2R6SP9CQMDJW1w,0.746,0.898,3,-2.818,0,0.0725,0.0526,0.0,0.0858,0.879,121.967
BOOMBAYAH,BLACKPINK,SQUARE ONE,0FOOodYRlj7gzh7q7IjmNZ,13MF2TYuyfITClL1R2ei6e,70,2016-08-08,240793,False,https://open.spotify.com/track/13MF2TYuyfITClL1R2ei6e,0.661,0.836,5,-3.164,0,0.059,0.00268,0.0,0.497,0.396,124.952
WHISTLE,BLACKPINK,SQUARE ONE,0FOOodYRlj7gzh7q7IjmNZ,6NEoeBLQbOMw92qMeLfI40,69,2016-08-08,211632,False,https://open.spotify.com/track/6NEoeBLQbOMw92qMeLfI40,0.818,0.723,11,-4.82,1,0.114,0.00561,0.0,0.0866,0.607,102.945
